COM_CK;48
COM_WH;48
COM_RF;52
COM_SC;11
COM_SH;11
COM_LG;26
RES_CK;48
RES_WH;48
RES_PW_MO;48
RES_PW_SN;48
RES_PW_SO;48
RES_RF_FRZ;52
RES_RF_RFG;52
RES_SC;11
RES_SH_SO;11
RES_SH_MO;11
RES_SH_SN;11
RES_SH_MN;11
RES_PH_MO;11
RES_PH_SN;11
RES_PH_SO;11
RES_PC_MO;11
RES_PC_SN;11
RES_PC_SO;11
RES_CW;26
RES_CD;26
RES_DW;26
RES_LG;26
RES_INS_C;14.75
RES_INS_MO;14.75
RES_INS_SN;14.75
RES_INS_SO;14.75
